Prozessschritt,Hersteller,Beschreibung,Leistung,Einheit,Durchsatzleistung,Einheit2,Emissionen,Einheit3,Strommix Deutschland,Einheit42,Andere Betriebsmittel,Über-Kategorie,Unter-Kategorie,Kunststoffe,Kommentare,Quellen,,,
Einschnecken-Pelettiermaschinen,ASG,SJ-180,111,kW,300,kg/h,0.13542,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Kombinierte Anlagen,Pelletiermaschine,,,https://www.plasticrecyclingmachine.net/single-screw-plastic-extruder-pelletizer/,,,
Einschnecken-Pelettiermaschinen,ASG,SJ-200,220,kW,700,kg/h,0.1150285714,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Kombinierte Anlagen,Pelletiermaschine,,,https://www.plasticrecyclingmachine.net/single-screw-plastic-extruder-pelletizer/,,,
Doppelschnecken-Pelettiermaschinen,ASG,SHJ50,45,kW,300,,0.0549,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Kombinierte Anlagen,Pelletiermaschine,,,https://www.plasticrecyclingmachine.net/plastic-pelletizer-for-pet-flakes/,,,
Doppelschnecken-Pelettiermaschinen,ASG,SHJ65,75,kW,300,,0.0915,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Kombinierte Anlagen,Pelletiermaschine,,,https://www.plasticrecyclingmachine.net/plastic-pelletizer-for-pet-flakes/,,,
Doppelschnecken-Pelettiermaschinen,ASG,SHJ75,110,kW,600,,0.0671,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Kombinierte Anlagen,Pelletiermaschine,,,https://www.plasticrecyclingmachine.net/plastic-pelletizer-for-pet-flakes/,,,
Doppelschnecken-Pelettiermaschinen,ASG,SHJ95,135,kW,1000,,0.04941,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Kombinierte Anlagen,Pelletiermaschine,,,https://www.plasticrecyclingmachine.net/plastic-pelletizer-for-pet-flakes/,,15400,kg pro h
Friktionswäscher,HERBOLD,FA 3000,40.5,kW,3500,kg/h,0.004235142857,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,HDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/46-Friktionswaescher/Herbold-Meckesheim-Infoblatt-Friktionswaescher_DE.pdf,,,
Friktionswäscher,HERBOLD,FA 3000,40.5,kW,2000,kg/h,0.0074115,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/46-Friktionswaescher/Herbold-Meckesheim-Infoblatt-Friktionswaescher_DE.pdf,,,
Friktionswäscher,HERBOLD,FA 3000,40.5,kW,3500,kg/h,0.004235142857,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,PET,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/46-Friktionswaescher/Herbold-Meckesheim-Infoblatt-Friktionswaescher_DE.pdf,,,
Friktionswäscher,HERBOLD,FA 60/3000,82,kW,6000,kg/h,0.005002,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,HDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/46-Friktionswaescher/Herbold-Meckesheim-Infoblatt-Friktionswaescher_DE.pdf,,,
Friktionswäscher,HERBOLD,FA 60/3000,82,kW,3000,kg/h,0.010004,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/46-Friktionswaescher/Herbold-Meckesheim-Infoblatt-Friktionswaescher_DE.pdf,,,
Friktionswäscher,HERBOLD,FA 60/3000,82,kW,6000,kg/h,0.005002,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,PET,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/46-Friktionswaescher/Herbold-Meckesheim-Infoblatt-Friktionswaescher_DE.pdf,,,
Heißwaschanlage,ASG,ZG1700,11.2,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Sonstige,"PET, HDPE,…",!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/hot-washer-system/,,,
Hochgeschwindigkeits-Reibungswaschanlage,ASG,HXJ400,37,kW,600,kg/h,0.02257,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Sonstige,,,https://www.plasticrecyclingmachine.net/high-speed-friction-washer/,,,
Hochgeschwindigkeits-Reibungswaschanlage,ASG,HXJ550,45,kW,800,kg/h,0.0205875,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Sonstige,,,https://www.plasticrecyclingmachine.net/high-speed-friction-washer/,,,
Hochgeschwindigkeits-Reibungswaschanlage,ASG,HXJ750,55,kW,1600,kg/h,0.01258125,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Sonstige,,,https://www.plasticrecyclingmachine.net/high-speed-friction-washer/,,,
Waschanlage mit Friktionsschnecke.,ASG,LX-400,11,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/friction-screw-washer/,,,
Waschanlage mit Friktionsschnecke.,ASG,LX-450,15,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/friction-screw-washer/,,,
Waschanlage mit Friktionsschnecke.,ASG,LX-550,22,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Friktionswäscher,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/friction-screw-washer/,,,
Dreireihiger Senkschwimmertrennbehälter,ASG,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/triple-row-sink-float-separation-tank/,,,
Sinkschwimmertrennbehälter,ASG,,48.5,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,"PET, PP, PE",!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/sink-float-separation-tank/,,,
Waschanlagen für Kunststofffolien,ASG,,250,kW,500,kg/h,0.183,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Folienwaschanlage,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/plastic-film-washing-line/,,,
Waschanlagen für Kunststofffolien,ASG,,350,kW,1000,kg/h,0.1281,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Folienwaschanlage,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/plastic-film-washing-line/,,,
Waschanlagen für Kunststofffolien,ASG,,470,kW,1500,kg/h,0.11468,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Folienwaschanlage,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/plastic-film-washing-line/,,,
Waschanlagen für Kunststofffolien,ASG,,650,kW,2000,kg/h,0.11895,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Folienwaschanlage,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/plastic-film-washing-line/,,,
Waschanlagen für Kunststofffolien,ASG,,850,kW,3000,kg/h,0.1037,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Folienwaschanlage,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/plastic-film-washing-line/,,,
PET-Flaschenwaschanlage+M1A122:N127,ASG,,150,kW,500,kg/h,0.1098,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,PET-Flaschenwaschanlage,PET,"Bestehend aus: Entwässerungsmaschine, Trommel, Nassgranulator, Windsichter, Sink-/Schwimmbecken, Heißwaschanlage, Friktionswaschanlage, Entwässerungsmaschine, thermischer Trockner, Produktsilo, Granulator/Extruder",https://www.plasticrecyclingmachine.net/pet-bottle-washing-line/,,,
PET-Flaschenwaschanlage,ASG,,250,kW,1000,kg/h,0.0915,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,PET-Flaschenwaschanlage,PET,"Bestehend aus: Entwässerungsmaschine, Trommel, Nassgranulator, Windsichter, Sink-/Schwimmbecken, Heißwaschanlage, Friktionswaschanlage, Entwässerungsmaschine, thermischer Trockner, Produktsilo, Granulator/Extruder",https://www.plasticrecyclingmachine.net/pet-bottle-washing-line/,,,
PET-Flaschenwaschanlage,ASG,,370,kW,1500,kg/h,0.09028,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,PET-Flaschenwaschanlage,PET,"Bestehend aus: Entwässerungsmaschine, Trommel, Nassgranulator, Windsichter, Sink-/Schwimmbecken, Heißwaschanlage, Friktionswaschanlage, Entwässerungsmaschine, thermischer Trockner, Produktsilo, Granulator/Extruder",https://www.plasticrecyclingmachine.net/pet-bottle-washing-line/,,,
PET-Flaschenwaschanlage,ASG,,450,kW,2000,kg/h,0.08235,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,PET-Flaschenwaschanlage,PET,"Bestehend aus: Entwässerungsmaschine, Trommel, Nassgranulator, Windsichter, Sink-/Schwimmbecken, Heißwaschanlage, Friktionswaschanlage, Entwässerungsmaschine, thermischer Trockner, Produktsilo, Granulator/Extruder",https://www.plasticrecyclingmachine.net/pet-bottle-washing-line/,,,
PET-Flaschenwaschanlage,ASG,,750,kW,3000,kg/h,0.0915,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,PET-Flaschenwaschanlage,PET,"Bestehend aus: Entwässerungsmaschine, Trommel, Nassgranulator, Windsichter, Sink-/Schwimmbecken, Heißwaschanlage, Friktionswaschanlage, Entwässerungsmaschine, thermischer Trockner, Produktsilo, Granulator/Extruder",https://www.plasticrecyclingmachine.net/pet-bottle-washing-line/,,,
Recyclingwaschanlage für Mahlgut,ASG,,499,kW,500,kg/h,0.365268,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Sonstige,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/pp-pe-film-regrind-recycling-line/,,,
Recyclingwaschanlage für Mahlgut,ASG,,599,kW,1000,kg/h,0.219234,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Waschen,Sonstige,"PP, PE","Bestehend aus: Friktionswaschanlage, Schwimmtank, Zentrifugaltrockner, Quetsche, Extruder und Granulatschneideanlage",https://www.plasticrecyclingmachine.net/pp-pe-film-regrind-recycling-line/,,,
Störstoffabschneider im Nassbetrieb,HERBOLD,SAS 50/430,2.2,kW,1000,kg/h,0.0008052,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei geshreddeter Folie,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/63-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS/Herbold-Meckesheim-Infoblatt-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS_DE.pdf,,,
Störstoffabschneider im Nassbetrieb,HERBOLD,SAS 50/430,2.2,kW,2000,kg/h,0.0004026,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei Hartkunststoffen,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/63-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS/Herbold-Meckesheim-Infoblatt-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS_DE.pdf,,,
Störstoffabschneider im Nassbetrieb,HERBOLD,SAS 2 50/430,2.2,kW,2000,kg/h,0.0004026,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei geshreddeter Folie,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/63-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS/Herbold-Meckesheim-Infoblatt-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS_DE.pdf,,,
Störstoffabschneider im Nassbetrieb,HERBOLD,SAS 2 50/430,2.2,kW,4000,kg/h,0.0002013,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei Hartkunststoffen,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/63-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS/Herbold-Meckesheim-Infoblatt-Stoerstoffabscheider-Nassbetrieb-Baureihe-SAS_DE.pdf,,,
Schwimm-Sink-Tank,HERBOLD,2000 x800,1.5,kW,2500,kg/h,0.0002196,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei Hartkunststoffen,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/50-Trenntank/Herbold-Meckesheim-Infoblatt-Trenntank_DE.pdf,,,
Schwimm-Sink-Tank,HERBOLD,3000 x 1000,4,kW,3000,kg/h,0.000488,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei Hartkunststoffen,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/50-Trenntank/Herbold-Meckesheim-Infoblatt-Trenntank_DE.pdf,,,
Schwimm-Sink-Tank,HERBOLD,3000 x 1000,4,kW,700,kg/h,0.002091428571,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei geshreddeter Folie,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/50-Trenntank/Herbold-Meckesheim-Infoblatt-Trenntank_DE.pdf,,,
Schwimm-Sink-Tank,HERBOLD,3000 x 1000,8,kW,3000,kg/h,0.000976,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei Hartkunststoffen,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/50-Trenntank/Herbold-Meckesheim-Infoblatt-Trenntank_DE.pdf,,,
Schwimm-Sink-Tank,HERBOLD,4000 x 1800,11,kW,5000,kg/h,0.0008052,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei Hartkunststoffen,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/50-Trenntank/Herbold-Meckesheim-Infoblatt-Trenntank_DE.pdf,,,
Schwimm-Sink-Tank,HERBOLD,4000 x 1800,11,kW,1000,kg/h,0.004026,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,Bei geshreddeter Folie,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/50-Trenntank/Herbold-Meckesheim-Infoblatt-Trenntank_DE.pdf,,,
Schwimmendes Separationsbecken,ASG,,3,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,,,https://www.plasticrecyclingmachine.net/pp-pe-plastic-floating-separation-tank/,,,
Sinkschwimm-Trennbehälter,ASG,,15.1,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Schwimm-Sink Trennung,"PET, PP, PE",,https://www.plasticrecyclingmachine.net/sink-float-separation-tank/,,,
Hydrozyklon-Trennanlage,HERBOLD,D 250,15,kW,1500,kg/h,0.00366,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,"PET, PVC",,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 250,15,kW,1500,kg/h,0.00366,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,HDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 350,30,kW,2500,kg/h,0.004392,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,"PET, PVC",,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 350,30,kW,2500,kg/h,0.004392,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,HDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 350,30,kW,800,kg/h,0.013725,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 550,45,kW,3500,kg/h,0.004705714286,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,"PET, PVC",,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 550,45,kW,3500,kg/h,0.004705714286,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,HDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Hydrozyklon-Trennanlage,HERBOLD,D 550,45,kW,1800,kg/h,0.00915,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Hydrozyklon,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/47-Hydrozyklone/Herbold-Meckesheim-Infoblatt-Hydrosyklone_DE.pdf,,,
Luftabscheidevorrichtung,ASG,FX7000,15,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,"HDPE, PET",!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/air-separator/,,,
Luftabscheidevorrichtung,ASG,FX8000,22,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/air-separator/,,,
Scheibenseparator,ASG,DXS1800,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/disk-separator/,,,
Scheibenseparator,ASG,DXS1500,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/disk-separator/,,,
Trommel,ASG,,28,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/trommel/,,,
Schwerkraftsichter,HERBOLD,SZS1 630/212,,kW,2000,kg/h,0,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,,*weitere Versionen verfügbar*,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/41-Schwerkraftsichter-SZS/Herbold-Meckesheim-Infoblatt-Schwerkraftsichter-SZS_DE.pdf,,,
Zickzack-Luftsichter,ASG,,7,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Zick-Zack-Windsichter,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/zig-zag-air-classifier/,,,
Zickzack-Windsichter,JÖST,LZS 12/120 x 360,4,kW,1500,kg/h,0.000976,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Zick-Zack-Windsichter,,,https://www.joest.com/wp-content/uploads/2016/06/J%C3%96ST-Zick-Zack-Windsichter-W.001.09.DE_.pdf,,,
Zickzack-Windsichter,JÖST,LZS 12/180 x 900,7.5,kW,5800,kg/h,0.0004732758621,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Zick-Zack-Windsichter,,,https://www.joest.com/wp-content/uploads/2016/06/J%C3%96ST-Zick-Zack-Windsichter-W.001.09.DE_.pdf,,,
Zickzack-Windsichter,JÖST,LZS 9/250 x 1500,20,kW,14000,kg/h,0.0005228571429,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Zick-Zack-Windsichter,,,https://www.joest.com/wp-content/uploads/2016/06/J%C3%96ST-Zick-Zack-Windsichter-W.001.09.DE_.pdf,,,
Zickzack-Windsichter,JÖST,LZS 6/250 x 2000,30,kW,18000,kg/h,0.00061,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Zick-Zack-Windsichter,,,https://www.joest.com/wp-content/uploads/2016/06/J%C3%96ST-Zick-Zack-Windsichter-W.001.09.DE_.pdf,,,
Vertikale Entschalungsmaschine,ASG,,15,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,"PET, HDPE",!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/vertical-debaler-machine/,,,
Horizontale Entschalungsmaschine,ASG,,13,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Sonstige,"PET, HDPE",!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/horizontal-debaler-machine/,,,
Überbandmagnetabscheider,SOLLAU,DND-AC,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Keine Daten verfügbar!,https://www.sollau.de/uberbandmagnetabscheider-dnd-ac,,,
Überbandmagnetabscheider,MAGNETIX,SNK 80-80,4.3,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Durchsatzleistung fehlt!,https://metalseparators.de/files/files/Katalog%202020DE/Uberband%20magnetabscheider%20-%20electromagnet.pdf,,,
Überbandmagnetabscheider,MAGNETIX,SNK 200-280,39,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Durchsatzleistung fehlt!,https://metalseparators.de/files/files/Katalog%202020DE/Uberband%20magnetabscheider%20-%20electromagnet.pdf,,,
Permanent-Überbandmagnetabscheider,MAGNETIX,STM 60-60,0.75,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Durchsatzleistung fehlt!,"https://metalseparators.de/permanent-uberbandmagnetabscheider-stm,4,de,2,1,68.html",,,
Permanent-Überbandmagnetabscheider,MAGNETIX,STM 160-130,4,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Durchsatzleistung fehlt!,"https://metalseparators.de/permanent-uberbandmagnetabscheider-stm,4,de,2,1,68.html",,,
Magnettrommel,MAGNETIX,SBM,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Durchsatzleistung fehlt!,"https://metalseparators.de/trommel-magnetabscheider-sbm,4,de,2,1,72.html",,,
Magnettrommelseparator,ASG,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trennen,Magnetabscheider ,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/magnetic-drum-separator/,,,
